run_id,dataset,dataset_id,algorithm,repeat,fold,n_train,n_test,n_features,n_categorical,n_classes,roc_auc,train_time_s,inference_time_s,warmup_s,device,preprocessing,raw_error,error,git_commit,hostname,timestamp
subset_v2,sick,38,random_forest,0,0,3017,755,29,22,2,0.9952934322683511,0.12817029794678092,0.02005291701061651,,cpu x8,median imputacija (numerične) + most-frequent imputacija in ordinalno kodiranje (kategorične); RandomForest nima nativne podpore za NaN/kategorije,,,57e029a,gwn06.arnes.si,2026-09-11T15:11:03+02:00
subset_v2,sick,38,random_forest,0,1,3017,755,29,22,2,0.9966492366871018,0.13072433904744685,0.019988130021374673,,cpu x8,median imputacija (numerične) + most-frequent imputacija in ordinalno kodiranje (kategorične); RandomForest nima nativne podpore za NaN/kategorije,,,57e029a,gwn06.arnes.si,2026-09-11T15:11:03+02:00
subset_v2,sick,38,random_forest,0,2,3018,754,29,22,2,0.9962386391549989,0.12969946500379592,0.019924485008232296,,cpu x8,median imputacija (numerične) + most-frequent imputacija in ordinalno kodiranje (kategorične); RandomForest nima nativne podpore za NaN/kategorije,,,57e029a,gwn06.arnes.si,2026-09-11T15:11:03+02:00
subset_v2,sick,38,random_forest,0,3,3018,754,29,22,2,0.997466838614591,0.12893944897223264,0.019695081980898976,,cpu x8,median imputacija (numerične) + most-frequent imputacija in ordinalno kodiranje (kategorične); RandomForest nima nativne podpore za NaN/kategorije,,,57e029a,gwn06.arnes.si,2026-09-11T15:11:03+02:00
subset_v2,sick,38,random_forest,0,4,3018,754,29,22,2,0.9963307541144681,0.12903715501306579,0.01991072396049276,,cpu x8,median imputacija (numerične) + most-frequent imputacija in ordinalno kodiranje (kategorične); RandomForest nima nativne podpore za NaN/kategorije,,,57e029a,gwn06.arnes.si,2026-09-11T15:11:03+02:00
subset_v2,sick,38,xgboost,0,0,3017,755,29,22,2,0.9972097872079475,0.42299553198972717,0.002540319983381778,,cpu x8,nativna obravnava NaN (numerične ostanejo nespremenjene); kategorične stolpce ordinalno kodiramo v številske kode (NaN ohranjen),,,57e029a,gwn06.arnes.si,2026-09-11T15:11:04+02:00
subset_v2,sick,38,xgboost,0,1,3017,755,29,22,2,0.9830207957687221,0.0489545309683308,0.003353155974764377,,cpu x8,nativna obravnava NaN (numerične ostanejo nespremenjene); kategorične stolpce ordinalno kodiramo v številske kode (NaN ohranjen),,,57e029a,gwn06.arnes.si,2026-09-11T15:11:04+02:00
subset_v2,sick,38,xgboost,0,2,3018,754,29,22,2,0.9985261606484893,0.04742154700215906,0.0022301360149867833,,cpu x8,nativna obravnava NaN (numerične ostanejo nespremenjene); kategorične stolpce ordinalno kodiramo v številske kode (NaN ohranjen),,,57e029a,gwn06.arnes.si,2026-09-11T15:11:04+02:00
subset_v2,sick,38,xgboost,0,3,3018,754,29,22,2,0.9989867354458365,0.047077452996745706,0.0022892039851285517,,cpu x8,nativna obravnava NaN (numerične ostanejo nespremenjene); kategorične stolpce ordinalno kodiramo v številske kode (NaN ohranjen),,,57e029a,gwn06.arnes.si,2026-09-11T15:11:04+02:00
subset_v2,sick,38,xgboost,0,4,3018,754,29,22,2,0.9988332105133874,0.045570808986667544,0.002223716990556568,,cpu x8,nativna obravnava NaN (numerične ostanejo nespremenjene); kategorične stolpce ordinalno kodiramo v številske kode (NaN ohranjen),,,57e029a,gwn06.arnes.si,2026-09-11T15:11:04+02:00
