run_id,dataset,dataset_id,algorithm,repeat,fold,n_train,n_test,n_features,n_categorical,n_classes,roc_auc,train_time_s,inference_time_s,warmup_s,device,preprocessing,raw_error,error,git_commit,hostname,timestamp
subset_v2,diabetes,37,random_forest,0,0,614,154,8,0,2,0.856111111111111,0.10213310900144279,0.01405250100651756,,cpu x8,median imputacija (numerične) + most-frequent imputacija in ordinalno kodiranje (kategorične); RandomForest nima nativne podpore za NaN/kategorije,,,57e029a,gwn06.arnes.si,2026-09-11T15:10:46+02:00
subset_v2,diabetes,37,random_forest,0,1,614,154,8,0,2,0.8404629629629631,0.10146410804009065,0.014014344022143632,,cpu x8,median imputacija (numerične) + most-frequent imputacija in ordinalno kodiranje (kategorične); RandomForest nima nativne podpore za NaN/kategorije,,,57e029a,gwn06.arnes.si,2026-09-11T15:10:46+02:00
subset_v2,diabetes,37,random_forest,0,2,614,154,8,0,2,0.8239814814814815,0.10094267799286172,0.014060602989047766,,cpu x8,median imputacija (numerične) + most-frequent imputacija in ordinalno kodiranje (kategorične); RandomForest nima nativne podpore za NaN/kategorije,,,57e029a,gwn06.arnes.si,2026-09-11T15:10:47+02:00
subset_v2,diabetes,37,random_forest,0,3,615,153,8,0,2,0.8011320754716982,0.09991517203161493,0.014024459000211209,,cpu x8,median imputacija (numerične) + most-frequent imputacija in ordinalno kodiranje (kategorične); RandomForest nima nativne podpore za NaN/kategorije,,,57e029a,gwn06.arnes.si,2026-09-11T15:10:47+02:00
subset_v2,diabetes,37,random_forest,0,4,615,153,8,0,2,0.7972641509433962,0.10117383400211111,0.014156546036247164,,cpu x8,median imputacija (numerične) + most-frequent imputacija in ordinalno kodiranje (kategorične); RandomForest nima nativne podpore za NaN/kategorije,,,57e029a,gwn06.arnes.si,2026-09-11T15:10:47+02:00
subset_v2,diabetes,37,xgboost,0,0,614,154,8,0,2,0.7914814814814815,0.3841296039754525,0.0016985000111162663,,cpu x8,nativna obravnava NaN (numerične ostanejo nespremenjene); kategorične stolpce ordinalno kodiramo v številske kode (NaN ohranjen),,,57e029a,gwn06.arnes.si,2026-09-11T15:10:47+02:00
subset_v2,diabetes,37,xgboost,0,1,614,154,8,0,2,0.8294444444444445,0.041012128989677876,0.0014197540003806353,,cpu x8,nativna obravnava NaN (numerične ostanejo nespremenjene); kategorične stolpce ordinalno kodiramo v številske kode (NaN ohranjen),,,57e029a,gwn06.arnes.si,2026-09-11T15:10:47+02:00
subset_v2,diabetes,37,xgboost,0,2,614,154,8,0,2,0.784074074074074,0.04058723303023726,0.0013857329613529146,,cpu x8,nativna obravnava NaN (numerične ostanejo nespremenjene); kategorične stolpce ordinalno kodiramo v številske kode (NaN ohranjen),,,57e029a,gwn06.arnes.si,2026-09-11T15:10:47+02:00
subset_v2,diabetes,37,xgboost,0,3,615,153,8,0,2,0.7867924528301887,0.040824078023433685,0.001383479975629598,,cpu x8,nativna obravnava NaN (numerične ostanejo nespremenjene); kategorične stolpce ordinalno kodiramo v številske kode (NaN ohranjen),,,57e029a,gwn06.arnes.si,2026-09-11T15:10:47+02:00
subset_v2,diabetes,37,xgboost,0,4,615,153,8,0,2,0.719811320754717,0.04363962897332385,0.001490950002335012,,cpu x8,nativna obravnava NaN (numerične ostanejo nespremenjene); kategorične stolpce ordinalno kodiramo v številske kode (NaN ohranjen),,,57e029a,gwn06.arnes.si,2026-09-11T15:10:47+02:00
